id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
1083,Backgammon,2,2,30,-3000,"Betting/Wagering, Roll / Spin and Move","Abstract Strategy, Dice",(Uncredited),https://boardgamegeek.com/boardgame/2397/backgammon
113,Go,2,2,180,-2200,Area Enclosure,Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/188/go
1171,Carrom,2,4,60,0,Partnerships,Action / Dexterity,(Uncredited),https://boardgamegeek.com/boardgame/5072/carrom
2165,Unpublished Prototype,0,0,0,0,none,none,(Uncredited),https://boardgamegeek.com/boardgame/18291/unpublished-prototype
2476,Outside the Scope of BGG,0,0,0,0,none,none,(Uncredited),https://boardgamegeek.com/boardgame/23953/outside-scope-bgg
2524,Traditional Card Games,0,0,0,0,none,"Card Game, Game System",(Uncredited),https://boardgamegeek.com/boardgame/21804/traditional-card-games
2638,Dobble Free Demo Version,2,8,5,0,Pattern Recognition,"Children's Game, Party Game, Real-time",Denis Blanchot,https://boardgamegeek.com/boardgame/125048/dobble-free-demo-version
3087,Riichi Mahjong,4,4,120,0,"Betting/Wagering, Hand Management, Set Collection",Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/108018/riichi-mahjong
3099,Celebrities,4,30,90,0,"Acting, Memory, Paper-and-Pencil, Partnerships","Humor, Party Game",(Uncredited),https://boardgamegeek.com/boardgame/22303/celebrities
3355,Mini Kubb,2,12,15,0,none,Action / Dexterity,none,https://boardgamegeek.com/boardgame/130006/mini-kubb
3640,Miscellaneous Game Accessory,0,0,0,0,none,none,(Uncredited),https://boardgamegeek.com/boardgame/5985/miscellaneous-game-accessory
3908,Koi-Koi,2,4,30,0,"Hand Management, Set Collection",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/11865/koi-koi
4456,Big Two,2,4,30,0,Hand Management,Card Game,(Uncredited),https://boardgamegeek.com/boardgame/13597/big-two
2351,Hnefatafl,2,2,20,400,Grid Movement,Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/2932/hnefatafl
4778,Oware,2,2,20,550,Point to Point Movement,Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/28302/oware
3445,Kalah,2,2,10,700,"Pick-up and Deliver, Point to Point Movement",Abstract Strategy,William Julius Champion Jr.,https://boardgamegeek.com/boardgame/2448/kalah
989,Xiangqi,2,2,60,762,Grid Movement,Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/2393/xiangqi
1080,Shogi,2,2,60,1000,Grid Movement,Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/2065/shogi
4500,Tarock,2,5,30,1425,"Hand Management, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/2780/tarock
2707,Tarot,3,5,30,1430,"Auction/Bidding, Partnerships, Trick-taking","Bluffing, Card Game, Game System, Print & Play",(Uncredited),https://boardgamegeek.com/boardgame/4505/tarot
413,Chess,2,2,60,1475,Grid Movement,Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/171/chess
2592,Scopa,2,6,30,1600,"Hand Management, Memory, Partnerships, Set Collection","Card Game, Memory",(Uncredited),https://boardgamegeek.com/boardgame/15889/scopa
3980,Pitch,2,4,30,1600,Trick-taking,Card Game,(Uncredited),https://boardgamegeek.com/boardgame/10789/pitch
552,Cribbage,2,4,30,1630,Hand Management,Card Game,Sir John Suckling,https://boardgamegeek.com/boardgame/2398/cribbage
3764,Whist,2,4,60,1663,"Partnerships, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/13337/whist
2567,Hanafuda,2,7,60,1701,"Hand Management, Press Your Luck, Set Collection","Card Game, Game System",(Uncredited),https://boardgamegeek.com/boardgame/5451/hanafuda
4075,Schnapsen,2,2,20,1715,"Memory, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/11582/schnapsen
1726,Mus,4,4,10,1745,"Betting/Wagering, Partnerships",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/6866/mus
2835,Schafkopf,4,4,30,1780,"Auction/Bidding, Partnerships, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/6817/schafkopf
553,Liar's Dice,2,6,30,1800,"Betting/Wagering, Dice Rolling, Player Elimination","Bluffing, Dice, Movies / TV / Radio theme, Party Game","(Uncredited), Richard Borg",https://boardgamegeek.com/boardgame/45/liars-dice
4319,Briscola,2,6,30,1800,Trick-taking,Card Game,(Uncredited),https://boardgamegeek.com/boardgame/11733/briscola
858,Poker,2,10,60,1810,"Betting/Wagering, Player Elimination, Set Collection","Bluffing, Card Game",(Uncredited),https://boardgamegeek.com/boardgame/1115/poker
1438,Skat,3,3,30,1810,"Auction/Bidding, Partnerships, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/6819/skat
1247,Euchre,2,7,45,1848,"Partnerships, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/6901/euchre
604,Mahjong,3,4,120,1850,"Hand Management, Set Collection",Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/2093/mahjong
1507,Hearts,3,7,30,1850,Trick-taking,"Card Game, Movies / TV / Radio theme",(Uncredited),https://boardgamegeek.com/boardgame/6887/hearts
4872,GOITA,3,4,30,1860,"Hand Management, Partnerships","Bluffing, Card Game",Seiemon Nunoura,https://boardgamegeek.com/boardgame/31821/goita
3803,Sjoelen,1,4,30,1870,none,Action / Dexterity,(Uncredited),https://boardgamegeek.com/boardgame/5071/sjoelen
70,Crokinole,2,4,30,1876,Partnerships,Action / Dexterity,(Uncredited),https://boardgamegeek.com/boardgame/521/crokinole
2370,Othello,2,2,30,1883,"Area Enclosure, Tile Placement",Abstract Strategy,"John W. Mollett, Lewis Waterman",https://boardgamegeek.com/boardgame/2389/othello
4270,42,4,4,30,1885,"Auction/Bidding, Partnerships, Trick-taking","Abstract Strategy, Card Game",W. A. Thomas,https://boardgamegeek.com/boardgame/12131/42
1730,Doppelkopf,3,6,120,1895,"Auction/Bidding, Partnerships, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/9364/doppelkopf
1345,Pit,3,8,90,1903,"Set Collection, Trading","Card Game, Economic, Party Game, Real-time","Edgar Cayce, Harry Gavitt, George S. Parker",https://boardgamegeek.com/boardgame/140/pit
1906,Pinochle,2,4,45,1904,"Auction/Bidding, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/4583/pinochle
2739,500,2,6,30,1904,Trick-taking,Card Game,(Uncredited),https://boardgamegeek.com/boardgame/13123/500
1896,Rook,2,6,45,1906,"Auction/Bidding, Card Drafting, Hand Management, Partnerships, Trick-taking",Card Game,"George S. Parker, Grace Parker",https://boardgamegeek.com/boardgame/1260/rook
3183,Gin Rummy,2,2,30,1909,Set Collection,"Card Game, Memory","Elwood Thomas Baker, Charles Graham Baker",https://boardgamegeek.com/boardgame/25574/gin-rummy
3702,Tipp-Kick,2,2,10,1921,none,"Action / Dexterity, Miniatures, Movies / TV / Radio theme, Sports",Carl Mayer,https://boardgamegeek.com/boardgame/1644/tipp-kick
480,Bridge,4,4,60,1925,"Auction/Bidding, Hand Management, Memory, Partnerships, Trick-taking",Card Game,Harold Vanderbilt,https://boardgamegeek.com/boardgame/2181/bridge
1849,Oh Hell!,3,7,30,1930,Trick-taking,Card Game,Geoffrey Mott-Smith,https://boardgamegeek.com/boardgame/1116/oh-hell
3935,Camelot,2,2,15,1930,Grid Movement,Abstract Strategy,George S. Parker,https://boardgamegeek.com/boardgame/5251/camelot
4337,Nertz,2,6,60,1930,Set Collection,"Action / Dexterity, Card Game, Party Game, Real-time",(Uncredited),https://boardgamegeek.com/boardgame/7263/nertz
4932,Belote,2,4,20,1930,"Partnerships, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/15722/belote
2762,Rod Hockey,2,4,20,1932,Simulation,"Action / Dexterity, Sports",Don Munro,https://boardgamegeek.com/boardgame/5445/rod-hockey
1275,Spades,4,4,60,1938,"Auction/Bidding, Partnerships, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/592/spades
2676,Canasta,2,6,45,1939,"Hand Management, Set Collection",Card Game,Segundo Santos,https://boardgamegeek.com/boardgame/17104/canasta
2496,Hex,2,2,20,1942,Pattern Building,Abstract Strategy,"Piet Hein, John Nash",https://boardgamegeek.com/boardgame/4112/hex
2281,Stratego,2,2,45,1944,"Grid Movement, Memory, Secret Unit Deployment","Abstract Strategy, Bluffing, Deduction, Fighting, Memory, Napoleonic, Wargame",Jacques Johan Mogendorff,https://boardgamegeek.com/boardgame/1917/stratego
1230,Subbuteo,2,2,20,1947,Simulation,"Action / Dexterity, Sports",Peter Adolph,https://boardgamegeek.com/boardgame/3720/subbuteo
1484,Scrabble,2,4,90,1948,"Hand Management, Tile Placement",Word Game,Alfred Mosher Butts,https://boardgamegeek.com/boardgame/320/scrabble
3755,APBA Pro Baseball,1,2,30,1951,"Dice Rolling, Simultaneous Action Selection",Sports,Dick Seitz,https://boardgamegeek.com/boardgame/895/apba-pro-baseball
4903,Careers,2,6,60,1955,"Roll / Spin and Move, Variable Player Powers",Economic,James Cooke Brown,https://boardgamegeek.com/boardgame/1475/careers
3744,Eleusis,4,8,20,1956,Pattern Recognition,"Card Game, Deduction, Educational",Robert Abbott,https://boardgamegeek.com/boardgame/5217/eleusis
494,Diplomacy,2,7,360,1959,"Area Control / Area Influence, Area Movement, Player Elimination, Simultaneous Action Selection","Bluffing, Negotiation, Political, Post-Napoleonic, Wargame",Allan B. Calhamer,https://boardgamegeek.com/boardgame/483/diplomacy
3283,Piratenbillard,2,4,15,1959,none,"Action / Dexterity, Pirates",Reinhold Wittig,https://boardgamegeek.com/boardgame/151/piratenbillard
3768,Football Strategy,2,4,150,1959,"Memory, Rock-Paper-Scissors, Simulation, Simultaneous Action Selection","Bluffing, Sports",Thomas N. Shaw,https://boardgamegeek.com/boardgame/951/football-strategy
1812,Dutch Blitz,2,4,15,1960,Pattern Building,"Card Game, Real-time",Werner Ernst George Muller,https://boardgamegeek.com/boardgame/148203/dutch-blitz
2449,Bughouse Chess,4,4,10,1960,"Grid Movement, Partnerships",Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/14188/bughouse-chess
4859,The Game of Y,2,2,20,1960,"Paper-and-Pencil, Pattern Building",Abstract Strategy,"Ea Ea, Charles Titus",https://boardgamegeek.com/boardgame/5242/game-y
1107,Strat-O-Matic Baseball,1,2,45,1962,"Dice Rolling, Simulation",Sports,Hal Richman,https://boardgamegeek.com/boardgame/2251/strat-o-matic-baseball
1493,Twixt,2,4,30,1962,Route/Network Building,Abstract Strategy,Alex Randolph,https://boardgamegeek.com/boardgame/949/twixt
2952,Formula-1,2,6,120,1962,Area Movement,"Racing, Sports","John Howarth, Trevor Jones",https://boardgamegeek.com/boardgame/1535/formula-1
3432,Password,3,4,30,1962,Partnerships,"Movies / TV / Radio theme, Party Game, Word Game",(Uncredited),https://boardgamegeek.com/boardgame/1549/password
3689,Harry's Grand Slam Baseball Game,2,4,20,1962,"Hand Management, Simulation","Card Game, Sports",Harry Obst,https://boardgamegeek.com/boardgame/5306/harrys-grand-slam-baseball-game
4083,Dogfight,2,4,45,1962,"Hand Management, Roll / Spin and Move","Aviation / Flight, Wargame, World War I",(Uncredited),https://boardgamegeek.com/boardgame/1509/dogfight
4114,Bismarck,2,2,120,1962,"Dice Rolling, Secret Unit Deployment","Miniatures, Nautical, Wargame, World War II","Charles S. Roberts, Thomas N. Shaw",https://boardgamegeek.com/boardgame/2422/bismarck
2619,Focus,2,4,45,1963,Grid Movement,Abstract Strategy,Sid Sackson,https://boardgamegeek.com/boardgame/789/focus
3455,Breakaway Rider,2,6,20,1963,Hand Management,"Card Game, Racing, Sports",Pierre Jacquot,https://boardgamegeek.com/boardgame/923/breakaway-rider
199,Acquire,2,6,90,1964,"Hand Management, Stock Holding, Tile Placement",Economic,Sid Sackson,https://boardgamegeek.com/boardgame/5/acquire
2553,Midway,2,2,120,1964,"Dice Rolling, Secret Unit Deployment","Nautical, Wargame, World War II","Larry Pinsky, Lindsley Schutz",https://boardgamegeek.com/boardgame/2250/midway
3625,Afrika Korps,2,4,180,1964,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Charles S. Roberts,https://boardgamegeek.com/boardgame/2259/afrika-korps
3723,Facts in Five,1,5,30,1964,none,"Party Game, Trivia, Word Game",Richard Onanian,https://boardgamegeek.com/boardgame/1233/facts-five
2247,Nuclear War,2,6,60,1965,"Action / Movement Programming, Take That","Card Game, Modern Warfare, Negotiation, Political",Douglas Malewicki,https://boardgamegeek.com/boardgame/713/nuclear-war
2142,"Win, Place & Show",3,6,120,1966,"Betting/Wagering, Dice Rolling, Roll / Spin and Move","Animals, Racing, Sports","Thomas M. Divoll, John B. Reilly",https://boardgamegeek.com/boardgame/782/win-place-show
1773,Bazaar,2,6,45,1967,"Set Collection, Trading","Abstract Strategy, Puzzle",Sid Sackson,https://boardgamegeek.com/boardgame/287/bazaar
2581,Ninety-Nine,2,4,60,1967,"Betting/Wagering, Hand Management, Trick-taking",Card Game,David Parlett,https://boardgamegeek.com/boardgame/6688/ninety-nine
3232,Jutland,2,2,120,1967,"Dice Rolling, Simulation","Nautical, Wargame, World War I",Jim Dunnigan,https://boardgamegeek.com/boardgame/4984/jutland
3514,Regatta,2,6,60,1967,none,"Nautical, Racing, Sports","David D'Arcey, G. W. ""Jerry"" D'Arcey, Frank Thibault",https://boardgamegeek.com/boardgame/766/regatta
3659,Feudal,2,6,90,1967,Grid Movement,"Abstract Strategy, Medieval, Miniatures",Fred Buestchler,https://boardgamegeek.com/boardgame/847/feudal
4152,Mr. President,2,4,60,1967,Hand Management,"Card Game, Political",Jack Carmichael,https://boardgamegeek.com/boardgame/476/mr-president
2947,Strat-O-Matic Pro Football,1,2,120,1968,none,Sports,Hal Richman,https://boardgamegeek.com/boardgame/5740/strat-o-matic-pro-football
2465,Lines of Action,2,2,20,1969,"Grid Movement, Pattern Building",Abstract Strategy,Claude Soucie,https://boardgamegeek.com/boardgame/3406/lines-action
2644,Anzio,2,2,120,1969,"Dice Rolling, Hex-and-Counter","Wargame, World War II","Tom Oleson, David Williams (I)",https://boardgamegeek.com/boardgame/4173/anzio
2671,Venture,2,6,45,1969,Set Collection,"Card Game, Economic",Sid Sackson,https://boardgamegeek.com/boardgame/1206/venture
3778,Monad,2,4,60,1969,Set Collection,Card Game,Sid Sackson,https://boardgamegeek.com/boardgame/1520/monad
4347,Bowling Solitaire,1,1,30,1969,Simulation,"Card Game, Print & Play, Sports",Sid Sackson,https://boardgamegeek.com/boardgame/25314/bowling-solitaire
1971,PanzerBlitz,2,2,90,1970,"Dice Rolling, Hex-and-Counter, Modular Board, Simulation","Wargame, World War II",Jim Dunnigan,https://boardgamegeek.com/boardgame/2238/panzerblitz
2876,Paydirt,1,2,90,1970,"Dice Rolling, Simulation","Dice, Sports","David S. Neft, Dr. Thomas Nicely",https://boardgamegeek.com/boardgame/1498/paydirt
4399,NFL Strategy,2,2,150,1970,Simultaneous Action Selection,Sports,(Uncredited),https://boardgamegeek.com/boardgame/4831/nfl-strategy
4751,Ploy,2,4,60,1970,Grid Movement,Abstract Strategy,Frank Thibault,https://boardgamegeek.com/boardgame/1591/ploy
928,Sleuth,3,7,45,1971,"Card Drafting, Hand Management, Memory, Paper-and-Pencil","Card Game, Deduction",Sid Sackson,https://boardgamegeek.com/boardgame/594/sleuth
1587,Speed Circuit,2,6,120,1971,"Action Point Allowance System, Modular Board, Simultaneous Action Selection","Racing, Sports","Thomas M. Divoll, John B. Reilly",https://boardgamegeek.com/boardgame/1194/speed-circuit
2652,Statis Pro Baseball,1,2,20,1971,Simulation,"Card Game, Sports",Jim Barnes,https://boardgamegeek.com/boardgame/3730/statis-pro-baseball
3235,Napoleon at Waterloo,2,2,30,1971,Hex-and-Counter,"Napoleonic, Wargame",Jim Dunnigan,https://boardgamegeek.com/boardgame/3573/napoleon-waterloo
4896,Executive Decision,2,6,90,1971,"Auction/Bidding, Commodity Speculation, Simultaneous Action Selection, Trading","Economic, Industry / Manufacturing, Math, Negotiation","(Uncredited), Sid Sackson",https://boardgamegeek.com/boardgame/1518/executive-decision
1940,Quebec 1759,2,2,60,1972,"Dice Rolling, Point to Point Movement, Secret Unit Deployment","Age of Reason, Wargame","Steve Brewster, Tom Dalgliesh, Lance Gutteridge",https://boardgamegeek.com/boardgame/85/quebec-1759
1946,Boggle,1,8,10,1972,"Paper-and-Pencil, Pattern Recognition","Dice, Real-time, Word Game","Bill Cooke, Alan Turoff",https://boardgamegeek.com/boardgame/1293/boggle
2697,What's My Word?,2,2,60,1972,Paper-and-Pencil,"Deduction, Word Game",Joli Quentin Kansil,https://boardgamegeek.com/boardgame/4079/whats-my-word
3405,Statis Pro Basketball,1,2,90,1972,Simulation,"Card Game, Sports",Jim Barnes,https://boardgamegeek.com/boardgame/4453/statis-pro-basketball
4034,Winter War,2,2,90,1972,"Dice Rolling, Hex-and-Counter","Wargame, World War II",James F. Goff,https://boardgamegeek.com/boardgame/8798/winter-war
4249,Sports Illustrated Baseball,1,2,45,1972,Dice Rolling,"Dice, Sports",David S. Neft,https://boardgamegeek.com/boardgame/4642/sports-illustrated-baseball
4650,Richthofen's War,1,6,60,1972,"Hex-and-Counter, Simultaneous Action Selection, Variable Player Powers","Aviation / Flight, Wargame, World War I",Randall C. Reed,https://boardgamegeek.com/boardgame/1711/richthofens-war
1053,Hare & Tortoise,2,6,45,1973,Hand Management,"Animals, Racing",David Parlett,https://boardgamegeek.com/boardgame/361/hare-tortoise
1410,Escape from Colditz,2,6,180,1973,"Card Drafting, Roll / Spin and Move, Simulation","Adventure, World War II","Bob Brechin, Brian Degas, Major P.R. Reid M.B.E., M.C.",https://boardgamegeek.com/boardgame/715/escape-colditz
1936,War of 1812,2,2,90,1973,"Dice Rolling, Point to Point Movement, Secret Unit Deployment","American Indian Wars, Napoleonic, Wargame","Tom Dalgliesh, Lance Gutteridge",https://boardgamegeek.com/boardgame/1645/war-1812
2450,Tally Ho!,2,2,30,1973,Grid Movement,Animals,Rudi Hoffmann,https://boardgamegeek.com/boardgame/908/tally-ho
3139,Railway Rivals,2,6,90,1973,none,"Racing, Trains",David G. Watts,https://boardgamegeek.com/boardgame/460/railway-rivals
3539,Conspiracy,3,4,90,1973,"Betting/Wagering, Memory, Pick-up and Deliver","Bluffing, Memory, Spies/Secret Agents",Eric Solomon,https://boardgamegeek.com/boardgame/697/conspiracy
3546,Montage,4,4,60,1973,Partnerships,Word Game,"Joli Quentin Kansil, Rick Soued",https://boardgamegeek.com/boardgame/5243/montage
4150,Bowl Bound,1,4,60,1973,"Dice Rolling, Simulation","Dice, Sports",David S. Neft,https://boardgamegeek.com/boardgame/3226/bowl-bound
4170,Statis Pro Football,1,2,120,1973,none,Sports,Jim Barnes,https://boardgamegeek.com/boardgame/4454/statis-pro-football
4211,Cartel,2,4,90,1973,"Auction/Bidding, Set Collection",Economic,Phil Orbanes Sr.,https://boardgamegeek.com/boardgame/507/cartel
4317,Jockey,2,6,45,1973,Betting/Wagering,"Animals, Racing, Sports",S. Spencer,https://boardgamegeek.com/boardgame/1380/jockey
4611,Replay Baseball,1,2,30,1973,none,"Card Game, Sports",Peter Ventura,https://boardgamegeek.com/boardgame/4657/replay-baseball
986,"Napoleon: The Waterloo Campaign, 1815",2,3,120,1974,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation","Napoleonic, Wargame","Tom Dalgliesh, Ron Gibson, Lance Gutteridge",https://boardgamegeek.com/boardgame/1662/napoleon-waterloo-campaign-1815
1023,The Russian Campaign,2,2,360,1974,"Dice Rolling, Hex-and-Counter","Wargame, World War II",John Edwards,https://boardgamegeek.com/boardgame/2808/russian-campaign
1027,Wooden Ships & Iron Men,2,2,60,1974,"Action / Movement Programming, Dice Rolling, Hex-and-Counter","Age of Reason, American Indian Wars, American Revolutionary War, Napoleonic, Nautical, Pirates, Post-Napoleonic, Wargame",S. Craig Taylor,https://boardgamegeek.com/boardgame/237/wooden-ships-iron-men
1386,Rise and Decline of the Third Reich,2,6,1440,1974,"Dice Rolling, Hex-and-Counter, Simulation","Negotiation, Political, Wargame, World War II","Don Greenwood, John Prados",https://boardgamegeek.com/boardgame/1563/rise-and-decline-third-reich
1688,Kingmaker,2,7,240,1974,"Area Movement, Voting","Medieval, Political, Renaissance, Wargame",Andrew McNeil,https://boardgamegeek.com/boardgame/987/kingmaker
1702,Crude: The Oil Game,2,4,90,1974,"Commodity Speculation, Dice Rolling, Tile Placement","Economic, Industry / Manufacturing",James J. St. Laurent,https://boardgamegeek.com/boardgame/147/crude-oil-game
1873,Panzer Leader,2,2,90,1974,"Dice Rolling, Hex-and-Counter, Modular Board","Wargame, World War II","Dave Clark (I), Randall C. Reed, Nick Smith (I)",https://boardgamegeek.com/boardgame/2639/panzer-leader
2544,1776,2,2,120,1974,"Dice Rolling, Hex-and-Counter","Age of Reason, American Indian Wars, American Revolutionary War, Wargame",Randall C. Reed,https://boardgamegeek.com/boardgame/3312/1776
3499,Mahé,2,6,20,1974,"Dice Rolling, Press Your Luck, Roll / Spin and Move","Animals, Dice",Alex Randolph,https://boardgamegeek.com/boardgame/3383/mahe
3548,1829,3,9,360,1974,"Commodity Speculation, Route/Network Building, Stock Holding","Economic, Trains, Transportation",Francis Tresham,https://boardgamegeek.com/boardgame/1823/1829
4206,Conquest,2,4,120,1974,"Action Point Allowance System, Point to Point Movement","Abstract Strategy, Ancient, Wargame",Donald Benge,https://boardgamegeek.com/boardgame/67/conquest
4716,Bar-Lev: The Yom-Kippur War of 1973,2,5,360,1974,"Dice Rolling, Hex-and-Counter","Modern Warfare, Wargame",John Hill (I),https://boardgamegeek.com/boardgame/7662/bar-lev-yom-kippur-war-1973
4771,Narvik,1,2,180,1974,Hex-and-Counter,"Wargame, World War II",Frank Chadwick,https://boardgamegeek.com/boardgame/8782/narvik
2174,Battle for Germany,2,4,180,1975,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II","Michael Bennighof, Jim Dunnigan",https://boardgamegeek.com/boardgame/3986/battle-germany
2838,Frederick the Great,2,4,240,1975,"Hex-and-Counter, Simulation","Age of Reason, Wargame","Edward Curran, Frank Davis",https://boardgamegeek.com/boardgame/706/frederick-great
3311,Stellar Conquest,2,4,240,1975,"Card Drafting, Dice Rolling, Hex-and-Counter, Secret Unit Deployment","Economic, Science Fiction, Space Exploration, Wargame",Howard Thompson,https://boardgamegeek.com/boardgame/1708/stellar-conquest
3357,World War I,2,2,180,1975,"Dice Rolling, Hex-and-Counter","Wargame, World War I","Jim Dunnigan, Joseph Miranda",https://boardgamegeek.com/boardgame/5297/world-war-i
3460,Dungeon!,1,8,30,1975,"Dice Rolling, Role Playing, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting","Chris Dupuis, Michael Gray, Gary Gygax, Larry Kessling, David R. Megarry, S. Schwab, Steve Winter",https://boardgamegeek.com/boardgame/1339/dungeon
3488,Tobruk:  Tank Battles in North Africa 1942,2,2,90,1975,"Hex-and-Counter, Simulation","Wargame, World War II",Harold E. Hock,https://boardgamegeek.com/boardgame/5455/tobruk-tank-battles-north-africa-1942
3594,221B Baker Street: The Master Detective Game,2,6,90,1975,"Paper-and-Pencil, Role Playing, Roll / Spin and Move","Deduction, Murder/Mystery, Novel-based","Antler Productions, Jay Moriarty",https://boardgamegeek.com/boardgame/1275/221b-baker-street-master-detective-game
4422,Cosmic Wimpout,2,7,20,1975,"Dice Rolling, Press Your Luck, Set Collection",Dice,"Boston Logical Society, W. W. Swilling",https://boardgamegeek.com/boardgame/1302/cosmic-wimpout
4598,La Bataille de la Moscowa,2,2,1000,1975,Hex-and-Counter,"Napoleonic, Wargame",Laurence A. Groves,https://boardgamegeek.com/boardgame/15274/la-bataille-de-la-moscowa
4665,Epaminondas,2,2,60,1975,Grid Movement,Abstract Strategy,Robert Abbott,https://boardgamegeek.com/boardgame/7338/epaminondas
1693,Panzergruppe Guderian,2,2,300,1976,"Dice Rolling, Hex-and-Counter","Wargame, World War II",Jim Dunnigan,https://boardgamegeek.com/boardgame/3041/panzergruppe-guderian
1984,Caesar: Epic Battle of Alesia,2,4,360,1976,"Dice Rolling, Hex-and-Counter","Ancient, Wargame",Robert Bradley,https://boardgamegeek.com/boardgame/1430/caesar-epic-battle-alesia
2262,Starship Troopers,1,2,120,1976,"Hex-and-Counter, Secret Unit Deployment","Novel-based, Science Fiction, Wargame",Randall C. Reed,https://boardgamegeek.com/boardgame/670/starship-troopers
2442,War at Sea (second edition),2,2,120,1976,"Area Movement, Dice Rolling","Nautical, Wargame, World War II",John Edwards,https://boardgamegeek.com/boardgame/1431/war-sea-second-edition
2602,Terrible Swift Sword,2,6,4320,1976,"Dice Rolling, Hex-and-Counter","American Civil War, Wargame",Richard H. Berg,https://boardgamegeek.com/boardgame/3577/terrible-swift-sword
3050,Conquistador,1,4,360,1976,"Dice Rolling, Hex-and-Counter","Economic, Exploration, Political, Renaissance, Wargame",Richard H. Berg,https://boardgamegeek.com/boardgame/1506/conquistador
3069,Air Force,1,2,60,1976,"Action / Movement Programming, Hex-and-Counter, Modular Board, Simultaneous Action Selection","Aviation / Flight, Wargame, World War II",S. Craig Taylor,https://boardgamegeek.com/boardgame/3608/air-force
3112,"Wellington's Victory: Battle of Waterloo Game ? June 18th, 1815",2,2,240,1976,Hex-and-Counter,"Napoleonic, Wargame",Frank Davis,https://boardgamegeek.com/boardgame/4974/wellingtons-victory-battle-waterloo-game-june-18th
3398,Submarine,1,6,180,1976,"Action / Movement Programming, Hex-and-Counter, Modular Board, Secret Unit Deployment","Nautical, Wargame, World War II",J. Stephen Peek,https://boardgamegeek.com/boardgame/3083/submarine
3441,Arnhem,2,2,90,1976,Hex-and-Counter,"Wargame, World War II",J. A. Nelson,https://boardgamegeek.com/boardgame/5677/arnhem
4062,Highway to the Reich (first and second editions),1,5,360,1976,"Hex-and-Counter, Paper-and-Pencil","Wargame, World War II","Eric Goldberg, Irad B. Hardy, J. A. Nelson",https://boardgamegeek.com/boardgame/4244/highway-reich-first-and-second-editions
4334,Russian Civil War 1918-1922 (first edition),1,6,120,1976,"Area Movement, Variable Player Powers","Civil War, Wargame",Jim Dunnigan,https://boardgamegeek.com/boardgame/2665/russian-civil-war-1918-1922-first-edition
4972,Invasion: America,2,5,240,1976,Hex-and-Counter,"Modern Warfare, Wargame",Jim Dunnigan,https://boardgamegeek.com/boardgame/3572/invasion-america
464,Squad Leader,2,2,60,1977,"Dice Rolling, Hex-and-Counter, Modular Board, Simulation","Wargame, World War II",John Hill (I),https://boardgamegeek.com/boardgame/1035/squad-leader
782,Cosmic Encounter,2,6,90,1977,"Hand Management, Variable Player Powers","Bluffing, Negotiation, Science Fiction","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka",https://boardgamegeek.com/boardgame/15/cosmic-encounter
948,Ogre,1,3,45,1977,"Dice Rolling, Hex-and-Counter, Variable Player Powers","Fighting, Science Fiction, Wargame",Steve Jackson (I),https://boardgamegeek.com/boardgame/5206/ogre
1159,Victory in the Pacific,2,2,300,1977,"Area Control / Area Influence, Area Movement, Dice Rolling","Nautical, Wargame, World War II",Richard Hamblen,https://boardgamegeek.com/boardgame/1442/victory-pacific
1379,Pente,2,2,30,1977,Pattern Building,Abstract Strategy,"Tom Braunlich, Gary Gabrel",https://boardgamegeek.com/boardgame/1295/pente
1475,Flat Top,2,2,360,1977,"Dice Rolling, Hex-and-Counter, Secret Unit Deployment","Aviation / Flight, Nautical, Wargame, World War II",S. Craig Taylor,https://boardgamegeek.com/boardgame/2529/flat-top
